   ,CHANGED,INTERNAL CODE,ENGLISH,ENGLISH HEALTH,ENGLISH PERSONNEL,NETHERLANDS,NL HEALTH,NL PERSONNEL,NORWEGIAN,NOR HEALTH,NOR PERSONNEL,SWEDISH,SWE HEALTH,SWE PERSONNEL,KINESISK,KIN HELSE,KIN PERSONELL,DEBUG,DEBUG HEALTH,DEBUG PERSONELL,GERMAN,GERMAN HEALTH,GERMAN PERSONELL,,
,,findit.label.unit,Unit,,,,,,Enhet,,,,,,,,,2386,,,,,,,
,,findit.label.unit.category.acceleration,Acceleration,,,,,,Akselerasjon,,,,,,,,,2387,,,,,,,
,,findit.label.unit.category.conductance,Conductance,,,,,,Konduktans,,,,,,,,,2388,,,,,,,
,,findit.label.unit.category.duration,Duration,,,,,,Varighet,,,,,,,,,2389,,,,,,,
,,findit.label.unit.category.pct,Percent,,,,,,Prosent,,,,,,,,,2390,,,,,,,
,,findit.label.unit.category.other,Other,,,,,,Andre,,,,,,,,,2391,,,,,,,
,,findit.label.unit.category.voltage,Voltage,,,,,,Spenning,,,,,,,,,2392,,,,,,,
,,findit.label.unit.category.speed,Speed,,,,,,Hastighet,,,,,,,,,2393,,,,,,,
,,findit.label.unit.category.temperature,Temperature,,,,,,Temperatur,,,,,,,,,2394,,,,,,,
,,findit.label.unit.category.length,Length,,,,,,Lengde,,,,,,,,,2395,,,,,,,
,,findit.label.unit.category.mass,Mass,,,,,,Masse,,,,,,,,,2396,,,,,,,
,,findit.label.unit.name.none,-,,,,,,,,,,,,,,,2397,,,,,,,
,,findit.label.unit.name.pct,Percent,,,,,,Prosent,,,,,,,,,2398,,,,,,,
,,findit.label.unit.name.kmh,Kilometres per hour,,,,,,Kilometer i timen,,,,,,,,,2399,,,,,,,
,,findit.label.unit.name.c,Celsius,,,,,,Celsius,,,,,,,,,2400,,,,,,,
,,findit.label.unit.name.g,Gram,,,,,,Gram,,,,,,,,,2401,,,,,,,
,,findit.label.unit.name.f,Fahrenheit,,,,,,Fahrenheit,,,,,,,,,2402,,,,,,,
,,findit.label.unit.name.t,Tonne,,,,,,Tonn,,,,,,,,,2403,,,,,,,
,,findit.label.unit.name.m,Meter,,,,,,Meter,,,,,,,,,2404,,,,,,,
,,findit.label.unit.name.v,Volt,,,,,,Volt,,,,,,,,,2405,,,,,,,
,,findit.label.unit.name.meter,Meter,,,,,,Meter,,,,,,,,,2406,,,,,,,
,,findit.label.unit.name.km,Kilometer,,,,,,Kilometer,,,,,,,,,2407,,,,,,,
,,findit.label.unit.name.Kg,Kilogram,,,,,,Kilogram,,,,,,,,,2408,,,,,,,
,,findit.label.unit.name.knot,Knot,,,,,,Knop,,,,,,,,,2409,,,,,,,
,,findit.label.unit.name.mph,Miles per hour,,,,,,Miles i timen,,,,,,,,,2410,,,,,,,
,,findit.label.unit.name.fts,Feet per second,,,,,,Fot per sekund,,,,,,,,,2411,,,,,,,
,,findit.label.unit.name.Hz,Hertz,,,,,,,,,,,,,,,2412,,,,,,,
,,findit.label.unit.name.ms,Meters per second,,,,,,Meter per sekund,,,,,,,,,2413,,,,,,,
,,findit.label.unit.name.mmHg,mmHg,,,,,,mmHg,,,,,,,,,2414,,,,,,,
,,findit.label.unit.name.bpm,Beats pr min,,,,,,Slag pr minutt,,,,,,,,,2415,,,,,,,
,,findit.label.unit.name.mmol/l,mmol/l,,,,,,mmol/l,,,,,,,,,2416,,,,,,,
,,findit.label.unit.name.ms2,m/s²,,,,,,,,,,,,,,,2417,,,,,,,
,,findit.js2lang.unit.ms2,findit.label.unit.name.ms2,,,,,,,,,,,,,,,2418,,,,,,,
,,findit.label.unit.name.siemens,Siemens,,,,,,,,,,,,,,,2419,,,,,,,
,,findit.js2lang.unit.siemens,findit.label.unit.name.siemens,,,,,,,,,,,,,,,2418,,,,,,,
,,findit.label.unit.name.microsiemens,μSiemens,,,,,,,,,,,,,,,2419,,,,,,,
,,findit.js2lang.unit.microsiemens,findit.label.unit.name.microsiemens,,,,,,,,,,,,,,,2420,,,,,,,
,,findit.label.unit.name.second,Second,,,,,,Sekund,,,,,,,,,2421,,,,,,,
,,findit.js2lang.unit.second,findit.label.unit.name.second,,,,,,,,,,,,,,,2422,,,,,,,
,,findit.label.unit.name.minute,Minute,,,,,,Minutt,,,,,,,,,2423,,,,,,,
,,findit.js2lang.unit.minute,findit.label.unit.name.minute,,,,,,,,,,,,,,,2424,,,,,,,
,,findit.label.unit.name.hour,Hour,,,,,,Time,,,,,,,,,2425,,,,,,,
,,findit.js2lang.unit.hour,findit.label.unit.name.hour,,,,,,,,,,,,,,,2426,,,,,,,
,,findit.js2lang.unit.kmh,findit.label.unit.name.kmh,,,,,,,,,,,,,,,2427,,,,,,,
,,findit.js2lang.unit.c,findit.label.unit.name.c,,,,,,,,,,,,,,,2428,,,,,,,
,,findit.js2lang.unit.pct,findit.label.unit.name.pct,,,,,,,,,,,,,,,2429,,,,,,,
,,findit.js2lang.unit.g,findit.label.unit.name.g,,,,,,,,,,,,,,,2430,,,,,,,
,,findit.js2lang.unit.f,findit.label.unit.name.f,,,,,,,,,,,,,,,2431,,,,,,,
,,findit.js2lang.unit.t,findit.label.unit.name.t,,,,,,,,,,,,,,,2432,,,,,,,
,,findit.js2lang.unit.m,findit.label.unit.name.m,,,,,,,,,,,,,,,2433,,,,,,,
,,findit.js2lang.unit.v,findit.label.unit.name.v,,,,,,,,,,,,,,,2434,,,,,,,
,,findit.js2lang.unit.km,findit.label.unit.name.km,,,,,,,,,,,,,,,2435,,,,,,,
,,findit.js2lang.unit.kg,findit.label.unit.name.kg,,,,,,,,,,,,,,,2436,,,,,,,
,,findit.js2lang.unit.knot,findit.label.unit.name.knot,,,,,,,,,,,,,,,2437,,,,,,,
,,findit.js2lang.unit.mph,findit.label.unit.name.mph,,,,,,,,,,,,,,,2438,,,,,,,
,,findit.js2lang.unit.fts,findit.label.unit.name.fts,,,,,,,,,,,,,,,2439,,,,,,,
,,findit.js2lang.unit.ms,findit.label.unit.name.ms,,,,,,,,,,,,,,,2440,,,,,,,
,,findit.js.unit.none,findit.label.unit.name.none,,,,,,,,,,,,,,,2441,,,,,,,
,,findit.js2lang.property.unit,findit.label.unit,,,,,,,,,,,,,,,2442,,,,,,,
791,3/9/2012,,JAVASCRIPT LANGUAGE CODES,,,,,,,,,,,,,,,2443,,,,,,,
,,findit.js2lang.command.status.deviceAckOk,findit.label.devices.sent_commands.status.deviceAckOk,,,,,,,,,,,,,,,2444,,,,,,,
,,findit.js2lang.command.status.deviceAckNotOk,findit.label.devices.sent_commands.status.deviceAckNotOk,,,,,,,,,,,,,,,2445,,,,,,,
,,findit.js2lang.command.status.sent,findit.label.devices.sent_commands.status.sent,,,,,,,,,,,,,,,2446,,,,,,,
,,findit.js2lang.command.status.ackPending,findit.label.devices.sent_commands.status.ackPending,,,,,,,,,,,,,,,2447,,,,,,,
,,findit.js2lang.command.status.deliveryPending,findit.label.devices.sent_commands.status.deliveryPending,,,,,,,,,,,,,,,2448,,,,,,,
,,findit.js2lang.command.status.deliveryFailed,findit.label.devices.sent_commands.status.deliveryFailed,,,,,,,,,,,,,,,2449,,,,,,,
,,findit.js2lang.command.status.delivered,findit.label.devices.sent_commands.status.delivered,,,,,,,,,,,,,,,2450,,,,,,,
,,findit.js2lang.command.status.deliveredWaitingForAck,findit.label.devices.sent_commands.status.deliveredWaitingForAck,,,,,,,,,,,,,,,2451,,,,,,,
,,findit.js2lang.command.status.unknown,findit.label.devices.sent_commands.status.unknown,,,,,,,,,,,,,,,2452,,,,,,,
,,findit.js2lang.command.status.unknown_error,findit.label.devices.sent_commands.status.unknown_error,,,,,,,,,,,,,,,2453,,,,,,,
,,findit.js2lang.any,findit.label.any,,,,,,,,,,,,,,,2454,,,,,,,
,,findit.js2lang.wapp.config.severity,findit.label.alarm.level,,,,,,,,,,,,,,,2455,,,,,,,
,,findit.js2lang.alarm.red,findit.label.alarm.level.red_alert,,,,,,,,,,,,,,,2456,,,,,,,
,,findit.js2lang.alarm.orange,findit.label.alarm.level.warning,,,,,,,,,,,,,,,2457,,,,,,,
,,findit.js2lang.alarm.green,findit.label.alarm.level.notification,,,,,,,,,,,,,,,2458,,,,,,,
,,findit.js2lang.sensors,findit.label.sensors,,,,,,,,,,,,,,,2459,,,,,,,
,,findit.js2lang.property.actions,findit.label.actions,,,,,,,,,,,,,,,2460,,,,,,,
,,findit.js2lang.property.extra,findit.label.type.properties.extra,,,,,,,,,,,,,,,2461,,,,,,,
,,findit.js2lang.property.value_type,findit.label.type.properties.value_type,,,,,,,,,,,,,,,2462,,,,,,,
,,findit.js2lang.property.value_type.numeric,findit.label.type.properties.value_type.numeric,,,,,,,,,,,,,,,2463,,,,,,,
,,findit.js2lang.property.value_type.text,findit.label.type.properties.value_type.text,,,,,,,,,,,,,,,2464,,,,,,,
,,findit.js2lang.property.value_type.mobile,findit.label.type.properties.value_type.mobile,,,,,,,,,,,,,,,2465,,,,,,,
,,findit.js2lang.property.value_type.email,findit.label.type.properties.value_type.email,,,,,,,,,,,,,,,2466,,,,,,,
,,findit.js2lang.property.type.value,findit.label.type.properties.type.value,,,,,,,,,,,,,,,2467,,,,,,,
,,findit.js2lang.property.type.list,findit.label.type.properties.type.list,,,,,,,,,,,,,,,2468,,,,,,,
,,findit.js2lang.property.type.device,findit.label.type.properties.type.device,,,,,,,,,,,,,,,2469,,,,,,,
,,findit.js2lang.event.emergency,findit.position.event.emergency,,,,,,,,,,,,,,,2470,,,,,,,
,,findit.js2lang.event.lowBattery,findit.position.event.lowBattery,,,,,,,,,,,,,,,2471,,,,,,,
,,findit.js2lang.event.zone.entry,findit.position.event.zone.entry,,,,,,,,,,,,,,,2472,,,,,,,
,,findit.js2lang.event.zone.exit,findit.position.event.zone.exit,,,,,,,,,,,,,,,2473,,,,,,,
,,findit.js2lang.event.zone.alarm,findit.position.event.zone.alarm,,,,,,,,,,,,,,,2474,,,,,,,
,,findit.js2lang.presentation.table,findit.label.history.presentation.table,,,,,,,,,,,,,,,2475,,,,,,,
,,findit.js2lang.presentation.map,findit.label.history.presentation.map,,,,,,,,,,,,,,,2476,,,,,,,
,,findit.js2lang.presentation.graph,findit.label.history.presentation.graph,,,,,,,,,,,,,,,2477,,,,,,,
,,findit.js2lang.presentation.heatmap,findit.label.history.presentation.heatmap,,,,,,,,,,,,,,,2478,,,,,,,
,,findit.js.group,Group,,,,,,Gruppe,,,,,,,,,2479,,,,,,,
,,,,,,,,,,,,,,,,,,2480,,,,,,,
,,findit.js2lang.wapp.zone.name,findit.position.event.zone.name,,,,,,,,,,,,,,,2481,,,,,,,
,,findit.js.invalidPosition,Invalid position,,,,,,Ugyldig posisjon,,,Ogiltig position,,,,,,2482,,,,,,,
,,findit.js.type,Type,,,Type,,,Type,,,Typ,,,类型,类型,类型,2483,,,,,,,
,,findit.js.groups,Groups,,,Groep,,,Grupper,,,Grupper,,,,,,2484,,,,,,,
,,findit.js.assets,Assets,Patients,Persons,Object,,,Eiendeler,Pasienter,Personell,Föremål,Patienter,Personal,,,,2485,,,,,,,
,,findit.js.zones,Zones,,,Zone,,,Soner,,,Zoner,,,区域,区域,区域,2486,,,,,,,
,,findit.js.add,Add,,,,,,Legg til,,,Lägg till,,,,,,2487,,,,,,,
,,findit.js.event.any,Any event,,,,,,Alle hendelser,,,Alla händelser,,,,,,2488,,,,,,,
,,findit.js.event.position,Position,,,,,,Posisjon,,,Position,,,,,,2489,,,,,,,
,,findit.js.event.all,- All -,,,,,,- Alle -,,,,,,,,,2490,,,,,,,
,,findit.js.event.buttonPressed,Button pressed,,,,,,Knapp trykket,,,Knapp tryckt,,,,,,2491,,,,,,,
,,findit.js.wapp.rename,Rename widget,,,,,,Gi nytt navn,,,Byt namn på widget,,,,,,2492,,,,,,,
,,findit.js.wapp.refresh,Refresh,,,,,,Last inn på nytt,,,Ladda in på nytt,,,,,,2493,,,,,,,
,,findit.js.wapp.rename.prompt,Enter a new name for this widget.,,,,,,Skriv inn et nytt navn på widgeten,,,Ge denna widget ett nytt namn,,,,,,2494,,,,,,,
,,findit.js.wapp.delete.confirm,Are you sure you want to delete this widget?,,,,,,Er du sikker på at du vil slette denne widgeten?,,,Är du säker på att du vill radera denna widget?,,,,,,2495,,,,,,,
,,findit.js.wapp.createTemplate,Create widget template,,,,,,Opprett widgetmal,,,Skapa widgetmall,,,,,,2496,,,,,,,
,,findit.js.wapp.createTemplate.confirm,Are you sure you want to create a reusable template of this widget?,,,,,,Er du sikker på at du vil opprette en widgetmal basert på denne widgeten,,,Är du säker på att du vill skapa en återanvändbar mall,,,,,,2497,,,,,,,
,,findit.js.wapp.config.follow,Automatically center map to show all markers,,,,,,Automatisk sentrer kartet midt på alle markørene,,,Centrera kartan automatiskt för att visa alla markeringar,,,,,,2498,,,,,,,
,,findit.js.wapp.center,Zoom and center,,,Vergroten en centreren,,,Zoom og sentrer,,,Zooma och centrera,,,缩放及居中,缩放及居中,缩放及居中,2499,,,,,,,
,,findit.js.wapp.config.interval,Interval,,,,,,Intervall,,,Intervall,,,,,,2500,,,,,,,
,,findit.js.wapp.config.maxRows ,Maximum rows,,,,,,Maksimum antall rader,,,Maximalt antal rader,,,,,,2501,,,,,,,
,,findit.js.wapp.config.asset.search.enabled,Find assets ..,Find patients ..,Find personell ..,,,,Finn eiendeler ..,Finn pasienter ..,Finn personell,Hitta föremål,Hitta patienter,Hitta personal,,,,2502,,,,,,,
,,findit.js.wapp.config.asset.search.enabled.true,.. automatically,,,,,,.. automatisk,,,.. Automatiskt,,,,,,2503,,,,,,,
,,findit.js.wapp.config.asset.search.enabled.false ,.. by selecting,,,,,,.. ved utvelgelse,,,.. Genom att välja,,,,,,2504,,,,,,,
,,findit.js.wapp.config.asset.search.max,Max results,,,,,,Antall,,,Maximalt antal resultat,,,,,,2505,,,,,,,
,,findit.js.wapp.createTemplate.success,Widget template created!,,,,,,Widgetmal opprettet!,,,Widgetmall skapad,,,,,,2506,,,,,,,
,,findit.js.description,Description,,,Beschrijving,,,Beskrivelse,,,Beskrivning,,,,,,2507,,,,,,,
,,findit.js.alarms,Alarms,,,,,,Alarmer,,,Larm,,,,,,2508,,,,,,,
,,findit.js.tags,Tags,,,,,,Tags,,,Taggar,,,,,,2509,,,,,,,
,,findit.js.log_event,Event,,,,,,Event,,,,,,,,,2510,,,,,,,
,,findit.js.log_source,Source,,,,,,Kilde,,,,,,,,,2511,,,,,,,
,,findit.js.log_object,Object,,,,,,Objekt,,,,,,,,,2512,,,,,,,
,,findit.js.wapp.config,Configure,,,,,,Konfigurer,,,Konfigurera,,,,,,2513,,,,,,,
,,findit.js.wapp.config.ackNeeded,Only unacknowledged alarms,,,,,,Kun ukvitterte alarmer,,,Endast okvitterade larm,,,只是未确认的警报,只是未确认的警报,只是未确认的警报,2514,,,,,,,
,,findit.js.wapp.config.age,Age,,,,,,Alder,,,,,,,,,2515,,,,,,,
,,findit.js.wapp.onsat.history,Asset history,,,,,,Historien til eiendel,Historien for pasienten,Historien for personen,Föremålshistorik,Patienthistorik,Personhistorik,,,,2516,,,,,,,
,,findit.js.wapp.onsat.selectAsset,Choose asset,,,,,,Velg eiendel,Velg pasient,Velg person,Välj föremål,Välj patient,Välj person,,,,2517,,,,,,,
,,findit.js.wapp.onsat.map_heading,Map,,,,,,Kart,,,Karta,,,,,,2518,,,,,,,
,,findit.js.command.buttons,Commands,,,,,,Kommandoer,,,Kommandon,,,,,,2519,,,,,,,
,,findit.js.command.history,Command History,,,,,,Kommandhistorikk,,,Kommandohistorik,,,,,,2520,,,,,,,
,,findit.js.wapp.onsat.select_event_label,Filter on event,,,,,,Avgrens på hendelse,,,Filtrera på händelse,,,,,,2521,,,,,,,
,,findit.js.wapp.onsat.battery_level,Battery level,,,,,,Batteri nivå,,,,,,,,,2522,,,,,,,
,,findit.js.wapp.onsat.gps_level,GPS level,,,,,,GPS styrke,,,,,,,,,2523,,,,,,,
,,findit.js.wapp.onsat.gsm_level, GSM level,,,,,,GSM signal,,,,,,,,,2524,,,,,,,
,,findit.js.wapp.onsat.asset_details,Asset details for ,,,,,,Detaljer for eiendel,Detaljer for pasienten,Detaljer for personen,Detaljer för föremål,Detaljer för patient,Detaljer för person,,,,2525,,,,,,,
,,findit.js.wapp.onsat.help_button,Help,,,,,,Hjelp,,,Hjälp,,,,,,2526,,,,,,,
,,findit.js.wapp.onsat.zone.name,Inside zone,,,,,,Innenfor sone,,,,,,,,,2527,,,,,,,
,,findit.js.wapp.onsat.address,Address,,,,,,Addresse,,,,,,,,,2528,,,,,,,
,,findit.js.wapp.onsat.coordinates,Coordinates,,,,,,Koordinater,,,,,,,,,2529,,,,,,,
,,findit.js.wapp.config.propertyToGraph,Property,,,,,,Egenskap,,,,,,,,,2530,,,,,,,
,,findit.js.wapp.config.graphType,Graph type,,,,,,Graf type,,,,,,,,,2531,,,,,,,
,,findit.js.wapp.config.elementsToShow,Number of elements,,,,,,Antall elementer,,,,,,,,,2532,,,,,,,
,,findit.js.wapp.config.hideAssetIcon,Hide asset icon,,,,,,Gjem eiendel icon,,,,,,,,,2533,,,,,,,
,,findit.js.wapp.config.hideAssetName,Hide asset name,,,,,,Gjem eiendel navn,,,,,,,,,2534,,,,,,,
,,findit.js.wapp.config.hideInsideZones,Hide inside zones,,,,,,Gjem inni sone,,,,,,,,,2535,,,,,,,
,,findit.js.wapp.config.hidePosition,Hide position,,,,,,Gjem posisjon,,,,,,,,,2536,,,,,,,
,,,,,,,,,,,,,,,,,,2537,,,,,,,
,,findit.js.wapp.month.1,January,,,Januari,,,Januar,,,,,,,,,2538,,,,,,,
,,findit.js.wapp.month.2,February,,,Februari,,,Februar,,,,,,,,,2539,,,,,,,
,,findit.js.wapp.month.3,Mars,,,Maart,,,Mars,,,,,,,,,2540,,,,,,,
,,findit.js.wapp.month.4,April,,,April,,,April,,,,,,,,,2541,,,,,,,
,,findit.js.wapp.month.5,May,,,Mei,,,Mai,,,,,,,,,2542,,,,,,,
,,findit.js.wapp.month.6,June,,,Juni,,,Juni,,,,,,,,,2543,,,,,,,
,,findit.js.wapp.month.7,July,,,Juli,,,July,,,,,,,,,2544,,,,,,,
,,findit.js.wapp.month.8,August,,,Augustus,,,August,,,,,,,,,2545,,,,,,,
,,findit.js.wapp.month.9,September,,,September,,,September,,,,,,,,,2546,,,,,,,
,,findit.js.wapp.month.10,October,,,October,,,Oktober,,,,,,,,,2547,,,,,,,
,,findit.js.wapp.month.11,November,,,November,,,November,,,,,,,,,2548,,,,,,,
,,findit.js.wapp.month.12,December,,,December,,,Desember,,,,,,,,,2549,,,,,,,
791,3/9/2012,,SYSTEM LOG,,,,,,,,,,,,MISC,,,2550,,,,,,,
,,,,,,,,,,,,,,,,,,2551,,,,,,,
,,,,,,,,,,,,,,,,,,2552,,,,,,,
,,,,,,,,,,,,,,,,,,2553,,,,,,,
,,,,,,,,,,,,,,,,,,2554,,,,,,,
,,,,,,,,,,,,,,,,,,2555,,,,,,,
,,,,,,,,,,,,,,,,,,2556,,,,,,,
791,3/9/2012,,MISC,,,MISC,,,,,,,,,MISC,,,2557,,,,,,,
,,,,,,,,,,,,,,,,,,2558,,,,,,,
,,,,,,,,,,,,,,,,,,2559,,,,,,,
,,,,,,,,,,,,,,,,,,2560,,,,,,,
792,3/9/2012,findit.label.rule.activate.asterisk_is_mandatory,Fields marked with ''*'' are mandatory.,,,Velden gemarkeerd met een ''*'' zijn verplicht.,,,Felter markert med ''*'' må fylles inn.,,,Fält markerade med ''*'' är obligatoriska,,,带*号的是必填字段,,,2561,,,Felder mit einem ''*'' müssen ausgefüllt werden.,,,,
,,findit.button.menu.asset_property_types.list,Properties,,,Eigenschappen,,,Egenskaper,,,,,,属性,,,2562,,,,,,,
,,findit.site.title.propertyTypes.new,New Property,,,,,,Ny egenskap,,,,,,新的属性,,,2563,,,,,,,
,,findit.title.propertyTypes.new,New Property,,,,,,Ny egenskap,,,,,,新的属性,,,2564,,,,,,,
,,findit.button.propertyTypes.new,Create property,,,,,,Opprett egenskap,,,,,,创建属性,,,2565,,,,,,,
,,findit.site.title.propertyTypes.show,Property ''{0}'',,,,,,Egenskap ''{0}'',,,,,,属性''{0}'',,,2566,,,,,,,
,,findit.title.propertyTypes.show,Property ''{0}'',,,,,,Egenskap ''{0}'',,,,,,属性''{0}'',,,2567,,,,,,,
,,findit.button.menu.sowner.propertyType,Type Properties,,,,,,Typeegenskaper,,,,,,属性类型,,,2568,,,,,,,
